File:,"C:\Users\bruce.malkinson\Documents\XSENSOR 2022\Foot\justin-08,16,2022-4km.XSN",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),26.68,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,34.41,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,140.8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),9.2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),35.5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),4.89,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Right Heel,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,36,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),414.1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),196.56,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),592.91,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),26.68,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),26.68,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),147.3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,89.65,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,238.88,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,677.55,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),83.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),165,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),59.82,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
357.16,382.81,377.76,369.88,335.34,273.73,196.56,257.57,310.29,339.58,408.06,354.53,433.11,284.43,396.75,413.32,498.57,511.29,592.91,517.35
,,,,,,,,,,,,,,,,,,,
493.31,500.38,476.14,531.09,497.96,435.13,482.2,477.56,428.87,368.27,374.53,301.81,536.75,488.47,461.6,442.41,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Left Midfoot,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),51.88,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,103.57,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,366.05,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),43.6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),111.2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),24.28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Right Midfoot,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),150.66,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),51.92,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),350.89,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),44.47,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),51.88,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,85.71,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),89.32,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,72.6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,106.34,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,350.89,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),54.6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),103.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),39.27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
177.16,306.45,350.89,331.7,310.69,250.09,191.31,156.76,217.97,256.35,262.82,272.51,226.66,140.4,112.52,171.91,205.65,206.66,220.8,218.37
,,,,,,,,,,,,,,,,,,,
187.27,166.05,189.08,170.5,166.26,153.93,129.29,85.25,78.58,77.77,55.76,84.64,0,0,0,0,0,0,83.83,99.39
,,,,,,,,,,,,,,,,,,,
83.43,67.88,0,0,0,99.39,101.01,103.43,87.47,51.92,58.99,0,85.65,74.34,79.39,85.25,116.96,121.01,133.33,131.71
,,,,,,,,,,,,,,,,,,,
116.96,98.99,119.39,97.37,106.66,116.56,120,136.56,170.3,160.4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Left Metatarsal,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,76,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),56.33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,239.98,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,852.49,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),154.9,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),290.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),86.6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Right Metatarsal,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,76,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),71.34,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),61.21,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),82.62,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),4.45,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),56.33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,7.89,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),4.23,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,7.96,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,97.36,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,666.64,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),42.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),198.1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),30.72,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
81.61,82.62,66.66,61.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.08,67.88,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Left Toe,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,51,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),37.8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,191.73,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,2021.33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),70.9,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),190.6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),39.27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Right Toe,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,51,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),37.8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,48.76,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,929.46,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),16.6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),106.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),11.71,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FRAME,1483,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Date, 2022 Aug 16,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Time, 08:21:18.234,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSOR,HX210.11.31.M11-DFM-LF S0073,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Rows,31,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Columns,11,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sensel Width (cm),0.86,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sensel Height (cm),0.86,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),174.17,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,229.28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,2021.33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),284.8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),432.1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),158.46,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stride Time,1092,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Swing Time,546,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Time,545,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Support Time,13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSOR,HX210.11.31.M11-DFM-RF S0073,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Rows,31,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Columns,11,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sensel Width (cm),0.86,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sensel Height (cm),0.86,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),230.66,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),52.12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),564.62,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),78.56,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),174.17,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,45.11,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),241.6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,144.47,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,220.51,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,929.46,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),199.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),275,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),142.96,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stride Time,1118,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Swing Time,412,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Time,706,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Support Time,120,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,61.21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,67.27,66.66,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
